sku_id,candidate_source,candidate_model_key,candidate_model,mean_rolling_3m_wmape_percent,horizon_wmape_percent,actual_total,forecast_total,absolute_error,bias,actual_positive_months,forecast_positive_months_gt_0,forecast_positive_months_gt_1,selection_score,champion_quality,sku_predictability_segment
83740M62S005PK,08_tuned_capped_full_coverage,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,19.0,0.0,19.0,-19.0,13,0,0,100.0,under_100,sparse_lumpy
83755M74L005PK,08_tuned_capped_full_coverage,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,104.75283926805862,101.7624650809285,100.0,10.173175877568372,101.7624650809285,-89.82682412243163,54,12,0,104.75283926805862,under_200,repeatable_lumpy
83770M55T005PK,08_tuned_capped_full_coverage,xgb_tweedie_depth2_reg10,XGBoost Tweedie depth2 reg10,94.51499120912727,100.55893422115072,48.0,52.41143687520346,48.26828842615235,4.41143687520346,39,81,5,94.51499120912727,under_100,repeatable_lumpy
8381065A00000,08_tuned_capped_full_coverage,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,60.0,0.0,60.0,-60.0,6,0,0,100.0,under_100,sparse_lumpy
8381152R02000,06_intermittent_tournament,sba_croston,SBA Croston,109.8534350505404,122.62015224268684,65.0,54.06545490817027,79.70309895774645,-10.93454509182973,60,162,0,109.8534350505404,under_200,repeatable_lumpy
8381165J00000,06_intermittent_tournament,sba_croston,SBA Croston,107.1977244369246,111.23756257724182,75.0,33.53565099425942,83.42817193293136,-41.46434900574057,64,144,0,107.1977244369246,under_200,repeatable_lumpy
8381173R00000,08_tuned_capped_full_coverage,hurdle_xgb_thr30,Hurdle XGBoost threshold 0.30,99.2578387615497,147.28096643118326,43.0,29.711109508609205,63.330815565408805,-13.288890491390797,29,65,0,99.2578387615497,under_100,repeatable_lumpy
8381180J00000,07_clean_regression,direct_extra_trees_log1p,Direct Extra Trees log1p,87.75804981751632,134.24902237712823,78.0,133.3666047058793,104.71423745416,55.36660470587928,63,162,31,87.75804981751632,under_100,repeatable_lumpy
83811M68P00000,06_intermittent_tournament,sba_croston,SBA Croston,100.36295460340052,103.9797458454336,138.0,35.11342845782205,143.49204926669836,-102.88657154217796,82,90,0,100.36295460340052,under_200,repeatable_lumpy
83811M74L01000,08_tuned_capped_full_coverage,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,109.04511550042172,128.2063922026872,62.0,51.066506269017175,79.48796316566606,-10.933493730982825,48,59,7,109.04511550042172,under_200,repeatable_lumpy
83811M79G11000,06_intermittent_tournament,sba_croston,SBA Croston,100.16459079903602,97.96693820210962,148.0,45.67334223726503,144.99106853912224,-102.32665776273498,89,162,0,100.16459079903602,under_200,high_volume_repeatable
8382065A00000,08_tuned_capped_full_coverage,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,60.0,0.0,60.0,-60.0,6,0,0,100.0,under_100,sparse_lumpy
8382165J00000,06_intermittent_tournament,sba_croston,SBA Croston,103.42824461904554,102.7767401838585,113.0,44.76765697437803,116.13771640776008,-68.23234302562197,76,162,0,103.42824461904554,under_200,repeatable_lumpy
83821M74L01000,06_intermittent_tournament,seasonal_sba_croston,Seasonal SBA Croston,83.73607819809092,70.30596366113983,171.0,159.42004959730303,120.2231978605491,-11.57995040269699,113,162,81,83.73607819809092,under_100,high_volume_repeatable
83821M79G11000,06_intermittent_tournament,sba_croston,SBA Croston,103.13585686122072,104.46483051701848,148.0,22.779050444795804,154.60794916518734,-125.2209495552042,74,90,0,103.13585686122072,under_200,repeatable_lumpy
8383165J00000,06_intermittent_tournament,sba_croston,SBA Croston,115.32371309123978,118.99430576409902,84.0,76.71835856475268,99.95521684184315,-7.281641435247334,63,162,0,115.32371309123978,under_200,repeatable_lumpy
83831M79G00000,06_intermittent_tournament,sba_croston,SBA Croston,107.31199226052372,109.09295086727742,125.0,40.59964332179736,136.3661885840968,-84.40035667820264,67,144,0,107.31199226052372,under_200,repeatable_lumpy
8384165J00000,06_intermittent_tournament,sba_croston,SBA Croston,105.24778530599085,100.1350782025558,103.0,53.66079392317861,103.13913054863248,-49.33920607682139,81,162,0,105.24778530599085,under_200,repeatable_lumpy
83841M75T00000,06_intermittent_tournament,aggregate_allocation,Aggregate Allocation,100.0,100.0,55.0,0.0,55.0,-55.0,6,0,0,100.0,under_100,sparse_lumpy
83841M79G01000,06_intermittent_tournament,sba_croston,SBA Croston,109.27070810822164,111.609628857176,129.0,55.721560855118256,143.97642122575704,-73.27843914488176,65,144,0,109.27070810822164,under_200,repeatable_lumpy
8392165J010CB,06_intermittent_tournament,sba_croston,SBA Croston,98.93520137543752,98.11980102068908,127.0,58.61076081522091,124.61214729627513,-68.38923918477909,87,162,0,98.93520137543752,under_100,repeatable_lumpy
83922M68P000CB,06_intermittent_tournament,seasonal_sba_croston,Seasonal SBA Croston,131.28505909813194,195.10074462017343,49.0,92.88493332099736,95.599364863885,43.88493332099736,41,162,18,131.28505909813194,under_200,repeatable_lumpy
8392364J010CB,08_tuned_capped_full_coverage,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,7.0,0.0,7.0,-7.0,7,0,0,100.0,under_100,sparse_lumpy
8392471L200CE,06_intermittent_tournament,sba_croston,SBA Croston,114.80835641189036,118.957377144845,84.0,87.20190445166847,99.9241968016698,3.201904451668468,66,162,0,114.80835641189036,under_200,repeatable_lumpy
83924M74T000CB,06_intermittent_tournament,tsb,TSB,93.75776954177898,89.30719101123596,89.0,28.5498,79.4834,-60.4502,65,36,0,93.75776954177898,under_100,repeatable_lumpy
83924M76T100CB,06_intermittent_tournament,recent_mean_6,Recent Mean 6m,99.66485507246377,99.59349593495936,82.0,9.0,81.66666666666667,-73.0,51,36,0,99.66485507246377,under_100,repeatable_lumpy
83932M75T000CB,07_clean_regression,direct_hist_squared,Direct Hist Gradient Squared,80.09365133260927,119.54354936804754,16.0,24.64298805944298,19.126967898887607,8.64298805944299,13,30,3,80.09365133260927,under_100,sparse_lumpy
83934M75T000CB,07_clean_regression,direct_hist_squared,Direct Hist Gradient Squared,70.55707636066535,108.41409003480878,17.0,24.64298805944298,18.430395305917493,7.64298805944299,14,30,3,70.55707636066535,under_100,sparse_lumpy
8394068L50000,06_intermittent_tournament,sba_croston,SBA Croston,94.13809944469332,89.22956899236594,132.0,61.42057663302008,117.78303106992304,-70.57942336697994,100,162,0,94.13809944469332,under_100,repeatable_lumpy
83940M55T010PG,06_intermittent_tournament,boosted_sba_hybrid,Boosted SBA Hybrid,79.86783927359514,78.72758658933803,616.0,200.0959908312925,484.9619333903223,-415.9040091687075,132,144,108,79.86783927359514,under_100,high_volume_repeatable
83940M74L00000,08_tuned_capped_full_coverage,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,102.45110265079572,33.0,0.8088638747625871,33.80886387476259,-32.19113612523741,33,1,0,100.0,under_100,repeatable_lumpy
83940M74T01ZHJ,06_intermittent_tournament,aggregate_allocation,Aggregate Allocation,100.0,100.0,30.0,0.0,30.0,-30.0,15,0,0,100.0,under_100,sparse_lumpy
83943M68P00000,06_intermittent_tournament,sba_croston,SBA Croston,149.37600521901942,647.9536594803501,15.0,100.20291517455924,97.19304892205253,85.20291517455925,15,162,0,149.37600521901942,under_200,sparse_lumpy
83970M55T00000,06_intermittent_tournament,aggregate_allocation,Aggregate Allocation,101.17680832446337,103.397308231827,53.0,5.376118205943612,54.80057336286832,-47.62388179405639,39,90,0,101.17680832446337,under_200,repeatable_lumpy
8450162R02000,08_tuned_capped_full_coverage,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,19.0,0.0,19.0,-19.0,13,0,0,100.0,under_100,sparse_lumpy
8450171L02000,08_tuned_capped_full_coverage,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,21.0,0.0,21.0,-21.0,19,0,0,100.0,under_100,repeatable_lumpy
84501M56R00000,06_intermittent_tournament,sba_croston,SBA Croston,94.69465650085225,88.26973316107589,174.0,62.84675223299377,153.58933570027204,-111.15324776700623,108,162,0,94.69465650085225,under_100,high_volume_repeatable
8450373R00000,06_intermittent_tournament,sba_croston,SBA Croston,117.91710769587984,176.29301773637755,49.0,69.05634806716304,86.38357869082499,20.05634806716304,37,162,0,117.91710769587984,under_200,repeatable_lumpy
84503M62S00000,06_intermittent_tournament,sba_croston,SBA Croston,93.9625695391566,89.73065272960697,214.0,97.07072491744997,192.0235968413589,-116.92927508255003,99,162,0,93.9625695391566,under_100,high_volume_repeatable
84503M80T20000,08_tuned_capped_full_coverage,hurdle_xgb_thr30,Hurdle XGBoost threshold 0.30,89.72582802706087,103.39752375989228,54.0,35.307317379735686,55.83466283034184,-18.69268262026432,24,51,2,89.72582802706087,under_100,repeatable_lumpy
84504M68P00000,06_intermittent_tournament,sba_croston,SBA Croston,101.55606393475628,97.15724737609465,142.0,71.13924649786476,137.96329127405437,-70.86075350213522,86,162,0,101.55606393475628,under_200,repeatable_lumpy
8451061M02000,06_intermittent_tournament,sba_croston,SBA Croston,91.78298055549276,89.80740224320881,158.0,58.2016319509174,141.89569554426993,-99.7983680490826,103,162,0,91.78298055549276,under_100,high_volume_repeatable
84510M76T21000,06_intermittent_tournament,aggregate_allocation,Aggregate Allocation,98.5195402784002,97.59359167241507,94.0,11.972004022227257,91.73797617207018,-82.02799597777275,61,54,0,98.5195402784002,under_100,repeatable_lumpy
84510M76T31000,06_intermittent_tournament,recent_mean_6,Recent Mean 6m,98.7584068936528,97.58203799654578,193.0,60.0,188.33333333333331,-133.0,68,72,18,98.7584068936528,under_100,repeatable_lumpy
84510M80T11000,07_clean_regression,direct_random_forest_log1p,Direct Random Forest log1p,63.77485357440322,90.82524671262534,110.0,30.549214337131197,99.90777138388788,-79.45078566286881,23,35,11,63.77485357440322,under_70,repeatable_lumpy
84511M53M00000,06_intermittent_tournament,sba_croston,SBA Croston,100.60842105143163,97.52787654539397,162.0,26.47005004952583,157.99516000353822,-135.52994995047416,91,162,0,100.60842105143163,under_200,high_volume_repeatable
84511M68K00000,06_intermittent_tournament,seasonal_sba_croston,Seasonal SBA Croston,115.98524341622526,160.8288795897981,51.0,81.57435745538582,82.02272859079704,30.574357455385837,47,162,18,115.98524341622526,under_200,repeatable_lumpy
8454154P01000,06_intermittent_tournament,sba_croston,SBA Croston,114.08538404745586,109.04940428341816,88.0,79.94422327606864,95.96347576940798,-8.05577672393136,72,162,0,114.08538404745586,under_200,repeatable_lumpy
84541M56R00000,06_intermittent_tournament,sba_croston,SBA Croston,99.58530849209652,99.87226145947896,129.0,60.98527579524068,128.83521728272785,-68.01472420475933,81,162,0,99.58530849209652,under_100,repeatable_lumpy
84556M80T00000,07_clean_regression,direct_hist_squared,Direct Hist Gradient Squared,93.58488594516302,101.36606350843624,21.0,21.218541777195345,21.28687333677161,0.2185417771953481,13,26,2,93.58488594516302,under_100,sparse_lumpy
84570M62S10000,06_intermittent_tournament,sba_croston,SBA Croston,94.0359142903877,94.07027051486092,163.0,57.59046399634218,153.33454093922327,-105.40953600365782,95,162,0,94.0359142903877,under_100,high_volume_repeatable
84570M67P10000,06_intermittent_tournament,sba_croston,SBA Croston,107.92519723469206,122.37083719257544,98.0,92.67871748339483,119.92342044872396,-5.321282516605139,62,162,0,107.92519723469206,under_200,repeatable_lumpy
84570M75T00000,06_intermittent_tournament,aggregate_allocation,Aggregate Allocation,100.0,100.0,28.0,0.0,28.0,-28.0,14,0,0,100.0,under_100,sparse_lumpy
8458065J02000,06_intermittent_tournament,sba_croston,SBA Croston,85.8731383020737,78.83429040850496,161.0,80.62952915501856,126.92320755769296,-80.37047084498144,110,162,0,85.8731383020737,under_100,high_volume_repeatable
8458080J01000,08_tuned_capped_full_coverage,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,33.0,0.0,33.0,-33.0,18,0,0,100.0,under_100,repeatable_lumpy
84611M76M00000,06_intermittent_tournament,sba_croston,SBA Croston,100.20286294532048,98.25061106195012,125.0,48.67788850055399,122.81326382743764,-76.32211149944601,89,162,0,100.20286294532048,under_200,repeatable_lumpy
84641M77G00000,08_tuned_capped_full_coverage,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,15.0,0.0,15.0,-15.0,11,0,0,100.0,under_100,sparse_lumpy
8470161LVBZJ3,06_intermittent_tournament,sba_croston,SBA Croston,102.22704845927258,110.68671133212602,121.0,56.70876169501801,133.9309207118725,-64.29123830498199,65,162,0,102.22704845927258,under_200,repeatable_lumpy
8470178R005PK,06_intermittent_tournament,sba_croston,SBA Croston,100.0,100.0,19.0,0.0,19.0,-19.0,7,0,0,100.0,under_100,sparse_lumpy
8470181A015PK,06_intermittent_tournament,sba_croston,SBA Croston,115.40325463415856,138.75323806400763,106.0,74.66500573398696,147.0784323478481,-31.33499426601304,38,162,0,115.40325463415856,under_200,repeatable_lumpy
84701M53M005PK,08_tuned_capped_full_coverage,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,103.06921080462573,105.46470776911576,58.0,3.1695305060871424,61.16953050608714,-54.83046949391286,33,4,0,103.06921080462573,under_200,repeatable_lumpy
84701M53T3026U,07_clean_regression,hurdle_xgboost_tweedie,Hurdle XGBoost Tweedie,98.21588880250782,102.52959205201417,49.0,30.49537683378261,50.23950010548694,-18.504623166217392,24,51,0,98.21588880250782,under_100,repeatable_lumpy
84701M55TG0ZHJ,06_intermittent_tournament,recent_mean_6,Recent Mean 6m,93.89443277310924,87.87878787878789,209.0,45.00000000000001,183.66666666666669,-164.0,94,90,0,93.89443277310924,under_100,high_volume_repeatable
84701M56R50ZHJ,06_intermittent_tournament,sba_croston,SBA Croston,96.50015847069386,94.3747655181067,178.0,45.77113292506672,167.9870826222299,-132.22886707493328,103,162,0,96.50015847069386,under_100,high_volume_repeatable
84701M67P30000,06_intermittent_tournament,tsb,TSB,116.77393522343758,278.1791687959065,73.0,148.39569537908096,203.0707932210117,75.39569537908093,12,162,54,116.77393522343758,under_200,sparse_lumpy
84701M68K1026U,06_intermittent_tournament,sba_croston,SBA Croston,108.7764073446857,106.83999072817468,165.0,73.27615094635826,176.28598470148825,-91.72384905364176,77,144,0,108.7764073446857,under_200,repeatable_lumpy
84701M79G30000,06_intermittent_tournament,sba_croston,SBA Croston,96.07662695160283,85.12259275741117,178.0,147.82968355838378,151.5182151081919,-30.170316441616222,98,162,54,96.07662695160283,under_100,high_volume_repeatable
84701M80TA05PK,06_intermittent_tournament,aggregate_allocation,Aggregate Allocation,100.87065321309365,101.59937380941136,32.0,1.167981233961492,32.51179961901163,-30.83201876603851,18,18,0,100.87065321309365,under_200,repeatable_lumpy
84701M80TJ0WB3,06_intermittent_tournament,aggregate_allocation,Aggregate Allocation,100.0,100.0,80.0,0.0,80.0,-80.0,27,0,0,100.0,under_100,repeatable_lumpy
84701M84330000,06_intermittent_tournament,sba_croston,SBA Croston,101.97394923587332,115.04689228224548,242.0,93.33197002434842,278.41347932303404,-148.66802997565156,61,108,54,101.97394923587332,under_200,repeatable_lumpy
8470277A005PK,06_intermittent_tournament,recent_mean_6,Recent Mean 6m,122.85714285714286,305.12820512820514,13.0,33.0,39.66666666666666,20.0,13,108,0,122.85714285714286,under_200,sparse_lumpy
8470281A215PK,08_tuned_capped_full_coverage,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,32.0,0.0,32.0,-32.0,10,0,0,100.0,under_100,sparse_lumpy
84702M53T005PK,07_clean_regression,direct_xgboost_tweedie,Direct XGBoost Tweedie,94.04846561584122,95.06465328273607,73.0,57.36881735281748,69.39719689639733,-15.631182647182522,45,87,1,94.04846561584122,under_100,repeatable_lumpy
84702M67P30000,06_intermittent_tournament,sba_croston,SBA Croston,116.42295980093591,129.1601644726356,121.0,63.23583433219314,156.28379901188907,-57.76416566780686,48,144,0,116.42295980093591,under_200,repeatable_lumpy
84702M67P4026U,06_intermittent_tournament,sba_croston,SBA Croston,92.35195706373813,87.75122228323187,159.0,68.08007353982529,139.52444343033866,-90.9199264601747,102,162,0,92.35195706373813,under_100,high_volume_repeatable
84702M68K1026U,06_intermittent_tournament,sba_croston,SBA Croston,103.20393393994136,103.591498072643,140.0,35.87943416935733,145.0280973017002,-104.12056583064268,82,126,0,103.20393393994136,under_200,repeatable_lumpy
84702M74L215PK,06_intermittent_tournament,sba_croston,SBA Croston,99.3199423088572,93.760478210802,143.0,52.40467147423932,134.07748384144685,-90.59532852576068,94,162,0,99.3199423088572,under_100,repeatable_lumpy
84702M80TA05PK,06_intermittent_tournament,aggregate_allocation,Aggregate Allocation,100.25332101693066,102.08436490173882,31.0,1.167981233961492,31.64615311953904,-29.83201876603851,21,18,0,100.25332101693066,under_200,repeatable_lumpy
84702M80TJ0WB3,06_intermittent_tournament,boosted_sba_hybrid,Boosted SBA Hybrid,97.4592418964035,97.987647712227,90.0,16.300053530961296,88.1888829410043,-73.69994646903871,48,18,0,97.4592418964035,under_100,repeatable_lumpy
84702M84320000,06_intermittent_tournament,sba_croston,SBA Croston,115.4889724149043,96.59119559893696,295.0,260.6615467404051,284.944027016864,-34.338453259594914,94,162,162,115.4889724149043,under_200,high_volume_repeatable
8470381A14V12,08_tuned_capped_full_coverage,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,55.0,0.0,55.0,-55.0,10,0,0,100.0,under_100,sparse_lumpy
8471573K00RX0OTS,08_tuned_capped_full_coverage,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,32.0,0.0,32.0,-32.0,14,0,0,100.0,under_100,sparse_lumpy
84728M80T005PK,06_intermittent_tournament,aggregate_allocation,Aggregate Allocation,100.0,100.0,46.0,0.0,46.0,-46.0,6,0,0,100.0,under_100,sparse_lumpy
8473077MB1000,08_tuned_capped_full_coverage,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,54.0,0.0,54.0,-54.0,27,0,0,100.0,under_100,repeatable_lumpy
84730M55T00000,06_intermittent_tournament,sba_croston,SBA Croston,98.65748183407324,94.77167123428453,298.0,40.38030642210887,282.41958027816787,-257.6196935778911,114,90,0,98.65748183407324,under_100,high_volume_repeatable
84730M56R00000,06_intermittent_tournament,sba_croston,SBA Croston,99.09517312037786,96.94620081647032,251.0,51.423202927946605,243.33496404934053,-199.57679707205332,97,162,0,99.09517312037786,under_100,high_volume_repeatable
84730M67P00000,06_intermittent_tournament,sba_croston,SBA Croston,104.53548871331964,116.35295197425611,133.0,51.87742798832572,154.74942612576064,-81.1225720116743,55,162,0,104.53548871331964,under_200,repeatable_lumpy
84730M74L20000,06_intermittent_tournament,sba_croston,SBA Croston,101.83012562220088,100.0992194916804,221.0,64.64167037928662,221.21927507661368,-156.35832962071336,84,162,0,101.83012562220088,under_200,high_volume_repeatable
84730M74T00000,06_intermittent_tournament,aggregate_allocation,Aggregate Allocation,101.17848328229692,104.06861194919765,94.0,14.201813409024236,97.82449523224578,-79.79818659097576,55,36,0,101.17848328229692,under_200,repeatable_lumpy
84730M76T00000,06_intermittent_tournament,aggregate_allocation,Aggregate Allocation,103.82291855232796,107.6685666587709,99.0,15.99683743260594,106.5918809921832,-83.00316256739406,51,90,0,103.82291855232796,under_200,repeatable_lumpy
84740M74L20000,06_intermittent_tournament,sba_croston,SBA Croston,107.67807336863775,108.50855950476252,187.0,82.03053076728776,202.9110062739059,-104.96946923271224,67,162,0,107.67807336863775,under_200,repeatable_lumpy
84740M74T00000,06_intermittent_tournament,sba_croston,SBA Croston,101.4132553606238,101.0498687664042,127.0,12.0,128.33333333333331,-115.0,62,18,0,101.4132553606238,under_200,repeatable_lumpy
84740M76T00000,06_intermittent_tournament,aggregate_allocation,Aggregate Allocation,108.21167747152076,107.42915989392952,112.0,26.993574147210943,120.32065908120106,-85.00642585278905,62,90,0,108.21167747152076,under_200,repeatable_lumpy
8480254P446GS,06_intermittent_tournament,tsb,TSB,115.82677057979272,165.900926822015,43.0,51.36589724248846,71.33739853346646,8.365897242488458,36,162,0,115.82677057979272,under_200,repeatable_lumpy
8485165D006GS,08_tuned_capped_full_coverage,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,49.0,0.0,49.0,-49.0,16,0,0,100.0,under_100,sparse_lumpy
8485177K006GS,07_clean_regression,direct_extra_trees_log1p,Direct Extra Trees log1p,105.9399780066547,100.06600567730412,197.0,120.10939984028622,197.13003118428915,-76.89060015971378,80,162,21,105.9399780066547,under_200,high_volume_repeatable
84901M56R63HLK,08_tuned_capped_full_coverage,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,118.22325332905764,161.66404144870612,34.0,37.54345033336857,54.96577409256008,3.54345033336857,34,46,0,118.22325332905764,under_200,repeatable_lumpy
84901M62S51BHE,07_clean_regression,direct_hist_squared,Direct Hist Gradient Squared,83.89607953552151,77.65317931169389,207.0,157.8033394922727,160.74208117520635,-49.19666050772727,109,162,89,83.89607953552151,under_100,high_volume_repeatable
84902M62S43BHE,07_clean_regression,direct_extra_trees_log1p,Direct Extra Trees log1p,91.09479590515208,80.41115616783705,227.0,140.98432157293698,182.5333245009901,-86.01567842706301,107,162,54,91.09479590515208,under_100,high_volume_repeatable
85355M68PA1000,06_intermittent_tournament,sba_croston,SBA Croston,125.28078167190624,115.07232202589309,202.0,72.38801489054963,232.446090492304,-129.6119851094504,70,90,36,125.28078167190624,under_200,repeatable_lumpy
