trial_id,recipe,candidate_id,architecture,training_scope,all_skus,positive_skus,under_50,under_70,under_100,median_wmape,p75_wmape,median_mase,portfolio_wmape,actual_total,forecast_total,bias_pct,abs_bias
c_only__direct_d2_base_p135__w48,direct__p1.00__t0.00__s1.25__none__b0.00,c_only__direct_d2_base_p135__w48__direct__p1.00__t0.00__s1.25__none__b0.00,direct,c_only,35,35,0,9,18,93.46552081406116,125.04053395241499,0.5449728994142441,102.29760911449682,278.0,371.955557577312,33.79696315730647,33.79696315730647
c_only__hurdle_d2_sqrt_log__w36,soft__p0.50__t0.00__s1.00__none__b0.00,c_only__hurdle_d2_sqrt_log__w36__soft__p0.50__t0.00__s1.00__none__b0.00,hurdle,c_only,35,35,6,8,20,92.47474523917118,122.27376809107349,0.534431964473405,93.04360743654105,278.0,360.36240331889223,29.626763783774184,29.626763783774184
c_only__hurdle_d2_sqrt_log__w48,soft__p0.50__t0.00__s1.00__none__b0.00,c_only__hurdle_d2_sqrt_log__w48__soft__p0.50__t0.00__s1.00__none__b0.00,hurdle,c_only,35,35,6,8,20,92.47474523917118,122.27376809107349,0.534431964473405,93.04360743654105,278.0,360.36240331889223,29.626763783774184,29.626763783774184
c_only__hurdle_d2_sqrt_log__w36,expected__p1.00__t0.00__s1.25__none__b0.00,c_only__hurdle_d2_sqrt_log__w36__expected__p1.00__t0.00__s1.25__none__b0.00,hurdle,c_only,35,35,6,8,19,98.63881088276759,126.42994988104056,0.5455583457380075,96.17722551793337,278.0,374.84491969537066,34.836302048694485,34.836302048694485
c_only__hurdle_d2_sqrt_log__w48,expected__p1.00__t0.00__s1.25__none__b0.00,c_only__hurdle_d2_sqrt_log__w48__expected__p1.00__t0.00__s1.25__none__b0.00,hurdle,c_only,35,35,6,8,19,98.63881088276759,126.42994988104056,0.5455583457380075,96.17722551793337,278.0,374.84491969537066,34.836302048694485,34.836302048694485
c_only__hurdle_d1_sqrt_log__w36,soft__p1.25__t0.00__s1.25__none__b0.00,c_only__hurdle_d1_sqrt_log__w36__soft__p1.25__t0.00__s1.25__none__b0.00,hurdle,c_only,35,35,5,8,23,82.29653335350359,115.11603773191283,0.44551494071215897,85.75832673423538,278.0,323.3044554299377,16.296566701416445,16.296566701416445
c_only__hurdle_d1_sqrt_log__w48,soft__p1.25__t0.00__s1.25__none__b0.00,c_only__hurdle_d1_sqrt_log__w48__soft__p1.25__t0.00__s1.25__none__b0.00,hurdle,c_only,35,35,5,8,23,82.29653335350359,115.11603773191283,0.44551494071215897,85.75832673423538,278.0,323.3044554299377,16.296566701416445,16.296566701416445
c_only__hurdle_d2_sqrt_log__w36,soft__p0.75__t0.00__s1.00__none__b0.00,c_only__hurdle_d2_sqrt_log__w36__soft__p0.75__t0.00__s1.00__none__b0.00,hurdle,c_only,35,35,5,8,23,85.15048928208716,112.08550057577409,0.4620987862088679,87.50070115567607,278.0,328.7220255939891,18.24533294747809,18.24533294747809
c_only__hurdle_d2_sqrt_log__w48,soft__p0.75__t0.00__s1.00__none__b0.00,c_only__hurdle_d2_sqrt_log__w48__soft__p0.75__t0.00__s1.00__none__b0.00,hurdle,c_only,35,35,5,8,23,85.15048928208716,112.08550057577409,0.4620987862088679,87.50070115567607,278.0,328.7220255939891,18.24533294747809,18.24533294747809
c_only__hurdle_d1_sqrt_log__w36,soft__p0.50__t0.00__s1.00__none__b0.00,c_only__hurdle_d1_sqrt_log__w36__soft__p0.50__t0.00__s1.00__none__b0.00,hurdle,c_only,35,35,5,8,22,82.82193828761366,117.16020927348728,0.45280116963837275,87.63177042579262,278.0,339.66694529808103,22.182354423770153,22.182354423770153
c_only__hurdle_d1_sqrt_log__w48,soft__p0.50__t0.00__s1.00__none__b0.00,c_only__hurdle_d1_sqrt_log__w48__soft__p0.50__t0.00__s1.00__none__b0.00,hurdle,c_only,35,35,5,8,22,82.82193828761366,117.16020927348728,0.45280116963837275,87.63177042579262,278.0,339.66694529808103,22.182354423770153,22.182354423770153
c_only__hurdle_d2_sqrt_log__w36,soft__p1.25__t0.00__s1.25__none__b0.00,c_only__hurdle_d2_sqrt_log__w36__soft__p1.25__t0.00__s1.25__none__b0.00,hurdle,c_only,35,35,5,8,22,89.82046491891285,115.74025140669721,0.49269948192255875,90.13620641183385,278.0,341.9699894285592,23.010787564229922,23.010787564229922
c_only__hurdle_d2_sqrt_log__w48,soft__p1.25__t0.00__s1.25__none__b0.00,c_only__hurdle_d2_sqrt_log__w48__soft__p1.25__t0.00__s1.25__none__b0.00,hurdle,c_only,35,35,5,8,22,89.82046491891285,115.74025140669721,0.49269948192255875,90.13620641183385,278.0,341.9699894285592,23.010787564229922,23.010787564229922
c_only__hurdle_d1_sqrt_log__w36,expected__p1.00__t0.00__s1.25__none__b0.00,c_only__hurdle_d1_sqrt_log__w36__expected__p1.00__t0.00__s1.25__none__b0.00,hurdle,c_only,35,35,5,8,20,87.7078949244011,120.09949616888161,0.4678021641737463,90.48648912284804,278.0,354.02682076782514,27.34777725461336,27.34777725461336
c_only__hurdle_d1_sqrt_log__w48,expected__p1.00__t0.00__s1.25__none__b0.00,c_only__hurdle_d1_sqrt_log__w48__expected__p1.00__t0.00__s1.25__none__b0.00,hurdle,c_only,35,35,5,8,20,87.7078949244011,120.09949616888161,0.4678021641737463,90.48648912284804,278.0,354.02682076782514,27.34777725461336,27.34777725461336
c_only__recent_12__w36,classical__s0.75,c_only__recent_12__w36__classical__s0.75,classical,c_only,35,35,4,8,23,92.1875,108.87605042016807,0.42142857142857143,94.68609852377837,278.0,352.7987824675325,26.90603685882463,26.90603685882463
c_only__recent_12__w48,classical__s0.75,c_only__recent_12__w48__classical__s0.75,classical,c_only,35,35,4,8,23,92.1875,108.87605042016807,0.42142857142857143,94.68609852377837,278.0,352.7987824675325,26.90603685882463,26.90603685882463
pooled_transfer__recent_12__w36,classical__s0.75,pooled_transfer__recent_12__w36__classical__s0.75,classical,pooled_transfer,35,35,4,8,23,92.1875,108.87605042016807,0.42142857142857143,94.68609852377837,278.0,352.7987824675325,26.90603685882463,26.90603685882463
pooled_transfer__recent_12__w48,classical__s0.75,pooled_transfer__recent_12__w48__classical__s0.75,classical,pooled_transfer,35,35,4,8,23,92.1875,108.87605042016807,0.42142857142857143,94.68609852377837,278.0,352.7987824675325,26.90603685882463,26.90603685882463
c_only__recent_9__w36,classical__s0.75,c_only__recent_9__w36__classical__s0.75,classical,c_only,35,35,4,8,22,88.46153846153847,109.12698412698413,0.40625,94.93994090441933,278.0,323.0044642857143,16.188656217882833,16.188656217882833
c_only__recent_9__w48,classical__s0.75,c_only__recent_9__w48__classical__s0.75,classical,c_only,35,35,4,8,22,88.46153846153847,109.12698412698413,0.40625,94.93994090441933,278.0,323.0044642857143,16.188656217882833,16.188656217882833
pooled_transfer__recent_9__w36,classical__s0.75,pooled_transfer__recent_9__w36__classical__s0.75,classical,pooled_transfer,35,35,4,8,22,88.46153846153847,109.12698412698413,0.40625,94.93994090441933,278.0,323.0044642857143,16.188656217882833,16.188656217882833
pooled_transfer__recent_9__w48,classical__s0.75,pooled_transfer__recent_9__w48__classical__s0.75,classical,pooled_transfer,35,35,4,8,22,88.46153846153847,109.12698412698413,0.40625,94.93994090441933,278.0,323.0044642857143,16.188656217882833,16.188656217882833
c_only__hurdle_d1_sqrt_log__w36,soft__p1.25__t0.00__s1.50__none__b0.00,c_only__hurdle_d1_sqrt_log__w36__soft__p1.25__t0.00__s1.50__none__b0.00,hurdle,c_only,35,35,4,8,19,98.70575788988306,132.96064005036064,0.5137792001210216,96.80515245027789,278.0,387.9653465159252,39.555880041699716,39.555880041699716
c_only__hurdle_d1_sqrt_log__w48,soft__p1.25__t0.00__s1.50__none__b0.00,c_only__hurdle_d1_sqrt_log__w48__soft__p1.25__t0.00__s1.50__none__b0.00,hurdle,c_only,35,35,4,8,19,98.70575788988306,132.96064005036064,0.5137792001210216,96.80515245027789,278.0,387.9653465159252,39.555880041699716,39.555880041699716
c_only__hurdle_d1_sqrt_log__w36,soft__p0.75__t0.00__s1.25__none__b0.00,c_only__hurdle_d1_sqrt_log__w36__soft__p0.75__t0.00__s1.25__none__b0.00,hurdle,c_only,35,35,4,8,19,99.02654509053623,132.2543794216205,0.5047685500530602,96.2242812594411,278.0,387.69189734545245,39.457517030738295,39.457517030738295
c_only__hurdle_d1_sqrt_log__w48,soft__p0.75__t0.00__s1.25__none__b0.00,c_only__hurdle_d1_sqrt_log__w48__soft__p0.75__t0.00__s1.25__none__b0.00,hurdle,c_only,35,35,4,8,19,99.02654509053623,132.2543794216205,0.5047685500530602,96.2242812594411,278.0,387.69189734545245,39.457517030738295,39.457517030738295
c_only__hurdle_d1_sqrt_log__w36,soft__p0.50__t0.00__s1.25__none__b0.00,c_only__hurdle_d1_sqrt_log__w36__soft__p0.50__t0.00__s1.25__none__b0.00,hurdle,c_only,35,35,4,8,15,111.52130301631283,152.30464786219426,0.5576065150815641,103.89226084054239,278.0,424.5836816226013,52.727943029712705,52.727943029712705
c_only__hurdle_d1_sqrt_log__w48,soft__p0.50__t0.00__s1.25__none__b0.00,c_only__hurdle_d1_sqrt_log__w48__soft__p0.50__t0.00__s1.25__none__b0.00,hurdle,c_only,35,35,4,8,15,111.52130301631283,152.30464786219426,0.5576065150815641,103.89226084054239,278.0,424.5836816226013,52.727943029712705,52.727943029712705
c_only__hurdle_d1_sqrt_log__w36,expected__p1.00__t0.00__s1.50__none__b0.00,c_only__hurdle_d1_sqrt_log__w36__expected__p1.00__t0.00__s1.50__none__b0.00,hurdle,c_only,35,35,4,8,14,111.916140575948,152.73874978040897,0.55958070287974,104.43363502800149,278.0,424.83218492139014,52.817332705536025,52.817332705536025
c_only__hurdle_d1_sqrt_log__w48,expected__p1.00__t0.00__s1.50__none__b0.00,c_only__hurdle_d1_sqrt_log__w48__expected__p1.00__t0.00__s1.50__none__b0.00,hurdle,c_only,35,35,4,8,14,111.916140575948,152.73874978040897,0.55958070287974,104.43363502800149,278.0,424.83218492139014,52.817332705536025,52.817332705536025
c_only__hurdle_d2_sqrt_log__w36,soft__p0.75__t0.00__s1.00__recent6__b0.25,c_only__hurdle_d2_sqrt_log__w36__soft__p0.75__t0.00__s1.00__recent6__b0.25,hurdle,c_only,35,35,3,8,23,88.57184942227853,110.15774460657742,0.4164777471122972,88.80821495698547,278.0,345.79151919549173,24.385438559529398,24.385438559529398
c_only__hurdle_d2_sqrt_log__w48,soft__p0.75__t0.00__s1.00__recent6__b0.25,c_only__hurdle_d2_sqrt_log__w48__soft__p0.75__t0.00__s1.00__recent6__b0.25,hurdle,c_only,35,35,3,8,23,88.57184942227853,110.15774460657742,0.4164777471122972,88.80821495698547,278.0,345.79151919549173,24.385438559529398,24.385438559529398
c_only__hurdle_d1_sqrt_log__w36,soft__p0.75__t0.00__s1.00__recent6__b0.50,c_only__hurdle_d1_sqrt_log__w36__soft__p0.75__t0.00__s1.00__recent6__b0.50,hurdle,c_only,35,35,3,8,23,92.06430006243609,111.63791842747526,0.4015019197337251,93.43280529398666,278.0,353.57675893818094,27.185884510137033,27.185884510137033
c_only__hurdle_d1_sqrt_log__w48,soft__p0.75__t0.00__s1.00__recent6__b0.50,c_only__hurdle_d1_sqrt_log__w48__soft__p0.75__t0.00__s1.00__recent6__b0.50,hurdle,c_only,35,35,3,8,23,92.06430006243609,111.63791842747526,0.4015019197337251,93.43280529398666,278.0,353.57675893818094,27.185884510137033,27.185884510137033
c_only__hurdle_d2_sqrt_log__w36,soft__p0.75__t0.00__s1.00__tsb__b0.25,c_only__hurdle_d2_sqrt_log__w36__soft__p0.75__t0.00__s1.00__tsb__b0.25,hurdle,c_only,35,35,3,8,21,88.41696494707644,113.53004916996926,0.44724091425164936,91.06946469595651,278.0,364.47439419754966,31.105897193363187,31.105897193363187
c_only__hurdle_d2_sqrt_log__w48,soft__p0.75__t0.00__s1.00__tsb__b0.25,c_only__hurdle_d2_sqrt_log__w48__soft__p0.75__t0.00__s1.00__tsb__b0.25,hurdle,c_only,35,35,3,8,21,88.41696494707644,113.53004916996926,0.44724091425164936,91.06946469595651,278.0,364.47439419754966,31.105897193363187,31.105897193363187
c_only__hurdle_d1_sqrt_log__w36,soft__p0.75__t0.00__s1.00__tsb__b0.50,c_only__hurdle_d1_sqrt_log__w36__soft__p0.75__t0.00__s1.00__tsb__b0.50,hurdle,c_only,35,35,3,8,20,89.65271794083341,122.19671217307855,0.48383529146681153,96.59132122472504,278.0,390.9425089422968,40.6268017778046,40.6268017778046
c_only__hurdle_d1_sqrt_log__w48,soft__p0.75__t0.00__s1.00__tsb__b0.50,c_only__hurdle_d1_sqrt_log__w48__soft__p0.75__t0.00__s1.00__tsb__b0.50,hurdle,c_only,35,35,3,8,20,89.65271794083341,122.19671217307855,0.48383529146681153,96.59132122472504,278.0,390.9425089422968,40.6268017778046,40.6268017778046
c_only__hurdle_d2_sqrt_log__w36,soft__p0.75__t0.00__s1.00__sba__b0.50,c_only__hurdle_d2_sqrt_log__w36__soft__p0.75__t0.00__s1.00__sba__b0.50,hurdle,c_only,35,35,3,8,19,88.36953727387134,125.26813040464313,0.5400155687461945,99.90282114802875,278.0,407.64170093453134,46.633705372133576,46.633705372133576
c_only__hurdle_d2_sqrt_log__w48,soft__p0.75__t0.00__s1.00__sba__b0.50,c_only__hurdle_d2_sqrt_log__w48__soft__p0.75__t0.00__s1.00__sba__b0.50,hurdle,c_only,35,35,3,8,19,88.36953727387134,125.26813040464313,0.5400155687461945,99.90282114802875,278.0,407.64170093453134,46.633705372133576,46.633705372133576
c_only__hurdle_d1_sqrt_log__w36,soft__p0.75__t0.00__s1.50__none__b0.00,c_only__hurdle_d1_sqrt_log__w36__soft__p0.75__t0.00__s1.50__none__b0.00,hurdle,c_only,35,35,3,8,14,125.14445201273448,176.61487880580574,0.6257222600636723,113.26763158758858,278.0,465.23027681454295,67.34902043688595,67.34902043688595
c_only__hurdle_d1_sqrt_log__w48,soft__p0.75__t0.00__s1.50__none__b0.00,c_only__hurdle_d1_sqrt_log__w48__soft__p0.75__t0.00__s1.50__none__b0.00,hurdle,c_only,35,35,3,8,14,125.14445201273448,176.61487880580574,0.6257222600636723,113.26763158758858,278.0,465.23027681454295,67.34902043688595,67.34902043688595
pooled_transfer__hurdle_d1_sqrt_log__w36,soft__p0.75__t0.00__s1.00__sba__b0.50,pooled_transfer__hurdle_d1_sqrt_log__w36__soft__p0.75__t0.00__s1.00__sba__b0.50,hurdle,pooled_transfer,35,35,1,8,19,95.24104629015777,126.01542526436464,0.5177342429798577,107.2053017019725,278.0,439.2775972691691,58.01352419754285,58.01352419754285
pooled_transfer__hurdle_d1_sqrt_log__w48,soft__p0.75__t0.00__s1.00__sba__b0.50,pooled_transfer__hurdle_d1_sqrt_log__w48__soft__p0.75__t0.00__s1.00__sba__b0.50,hurdle,pooled_transfer,35,35,1,8,19,95.24104629015777,126.01542526436464,0.5177342429798577,107.2053017019725,278.0,439.2775972691691,58.01352419754285,58.01352419754285
